TIME X Y LIR CIR RIR 
1551212959818746089 0.0 0.0 4.60216979936 3.54437112247 0.30661543324
1551212959930768966 0.0 0.0 6.05289733737 4.86306150684 0.307280022949
1551212960027081012 0.0 0.0 2.87313519808 2.18451681915 0.277684020595
1551212960122750997 0.0 0.0 1.81603516231 4.05483957479 0.302685449883
1551212960219249963 0.0 0.0 3.62063190549 4.60216979936 0.302685449883
1551212960331293106 0.0 0.0 12.3238994837 4.60216979936 0.307947398774
1551212960427340984 0.0 0.0 1.20624692308 2.92379928918 0.31064511229
1551212960523432970 0.0 0.0 2.21425689487 1.92471500102 0.278232790609
1551212960619788885 0.0 0.0 1.50701578773 2.48355855562 0.278232790609
1551212960731942892 0.0 0.0 0.965397811907 1.41272388972 0.264115149281
1551212960827718973 0.0 0.0 2.15553824859 2.21425689487 0.287306639287
1551212960923767089 0.0 0.0 4.25793021249 4.05483957479 0.301396980676
1551212961019937038 0.0 0.0 2.5217192621 4.05483957479 0.298221664263
1551212961131684064 0.0 0.0 6.75277446664 3.96015751006 0.298221664263
1551212961227972984 0.0 0.0 2.64330158218 2.44649704286 0.284410338424
1551212961324047088 0.0 0.0 2.48355855562 3.62063190549 0.307280022949
1551212961420057058 0.0 0.0 5.31256162863 3.70012454724 0.305294543506
1551212961532284975 0.0 0.0 6.75277446664 4.60216979936 0.298221664263
1551212961628680944 0.0 0.0 3.03047856341 16.7902548969 0.300119056548
1551212961724649906 0.0 0.0 3.47115122301 3.86965218811 0.307280022949
1551212961820708990 0.0 0.0 7.0220041589 3.96015751006 0.302039889102
1551212961932461023 0.0 0.0 4.15399052495 3.96015751006 0.298851550105
1551212962028991937 0.0 0.0 2.77673002772 4.05483957479 0.332428793983
1551212962125077962 0.0 0.0 3.03047856341 3.86965218811 0.304638209497
1551212962220828056 0.0 0.0 5.659455422 3.54437112247 0.304638209497
1551212962333323001 0.0 0.0 3.40079590488 3.96015751006 0.309290578297
1551212962429126024 0.0 0.0 5.31256162863 4.60216979936 0.298851550105
1551212962525603055 0.0 0.0 1.90198738472 2.21425689487 0.274971218133
1551212962621329069 0.0 0.0 3.40079590488 2.30835456261 0.309966417114
1551212962733257055 0.0 0.0 3.47115122301 3.62063190549 0.307280022949
1551212962829282045 0.0 0.0 3.96015751006 4.05483957479 0.300119056548
1551212962925354957 0.0 0.0 3.47115122301 3.96015751006 0.301396980676
1551212963022031068 0.0 0.0 7.0220041589 4.60216979936 0.301396980676
1551212963133450031 0.0 0.0 9.20007540682 4.60216979936 0.302685449883
1551212963230195999 0.0 0.0 1.63079222532 1.38784290921 0.286722834504
1551212963326345920 0.0 0.0 11.5463452244 4.25793021249 0.309966417114
1551212963422013998 0.0 0.0 3.86965218811 4.15399052495 0.302685449883
1551212963533857107 0.0 0.0 2.73083380551 7.0220041589 0.30661543324
1551212963629842042 0.0 0.0 1.90198738472 2.41048844619 0.281008337924
1551212963726078033 0.0 0.0 4.05483957479 4.60216979936 0.301396980676
1551212963822375059 0.0 0.0 2.73083380551 4.60216979936 0.307280022949
1551212963934371948 0.0 0.0 3.03047856341 2.09975285054 0.309966417114
1551212964030673027 0.0 0.0 3.86965218811 4.15399052495 0.295110293205
1551212964126204967 0.0 0.0 4.05483957479 4.05483957479 0.298851550105
1551212964223395109 0.0 0.0 4.60216979936 4.48161435789 0.30661543324
1551212964334444999 0.0 0.0 4.60216979936 3.54437112247 0.305294543506
1551212964430763006 0.0 0.0 4.48161435789 4.48161435789 0.305294543506
1551212964527553081 0.0 0.0 2.41048844619 2.9762166 0.289071900453
1551212964623501062 0.0 0.0 9.69549269499 3.86965218811 0.303333679267
1551212964735538959 0.0 0.0 1.53622534747 2.27614329285 0.275509677585
1551212964831386089 0.0 0.0 4.48161435789 11.5463452244 0.302685449883
1551212964927902936 0.0 0.0 3.86965218811 4.05483957479 0.302685449883
1551212965023879051 0.0 0.0 5.48071593229 4.60216979936 0.307947398774
1551212965135437965 0.0 0.0 2.37548903502 3.86965218811 0.278783657818
------------------PWM-IS-NOW 0 0
1551212965231275081 0.0 0.0 3.96015751006 4.15399052495 0.309290578297
1551212965328005075 0.0 0.0 4.72914550277 4.05483957479 0.302685449883
1551212965423532962 0.0 0.0 3.54437112247 4.72914550277 0.307947398774
1551212965535522937 0.0 0.0 2.60153724374 4.60216979936 0.300756708487
1551212965632539033 0.0 0.0 1.58214612417 2.64330158218 0.321907798865
------------------PWM-IS-NOW 128 129
1551212965728410005 0.0 0.0 2.77673002772 2.44649704286 0.314082066254
1551212965824146986 0.0 0.0 6.05289733737 1.87977216495 0.303333679267
1551212965936183929 0.0262672052425 0.0 15.4059337199 3.7830562483 0.30661543324
1551212966032746076 0.0692565330636 -0.000164130084848 3.20534661723 2.34145745363 0.7585466985
1551212966144480943 0.116444861997 -0.000472981385583 3.62063190549 4.25793021249 1.43848047344
1551212966240487098 0.16836763494 -0.000756178988952 4.05483957479 4.86306150684 1.00318698419
1551212966337110996 0.222428404417 -0.00105103767011 4.05483957479 4.15399052495 3.70012454724
1551212966433324098 0.277023112711 -0.0014381424816 2.02111624939 2.0466886618 1.58214612417
1551212966545260906 0.332151043658 -0.00197937706676 4.05483957479 3.7830562483 1.70032387116
1551212966640443086 0.387431058635 -0.00258241240551 1.66485767387 13.2092763265 54.6968905759
1551212966736685037 0.442711073611 -0.00318544774427 4.05483957479 4.48161435789 4.86306150684
1551212966833614110 0.49799039789 -0.00384878385428 4.05483957479 3.96015751006 4.86306150684
1551212966945425033 0.553115442485 -0.00463055350022 4.05483957479 3.86965218811 1.1526740775
1551212967041197061 0.608544042069 -0.0055375827879 2.02111624939 1.70032387116 2.21425689487
1551212967137280941 0.664198994736 -0.00660013923236 4.05483957479 2.87313519808 4.86306150684
1551212967233928918 0.719621822831 -0.00780946964343 3.7830562483 5.659455422 3.40079590488
1551212967345396995 0.77481063069 -0.00922451839928 54.6968905759 5.48071593229 1.19698715636
1551212967441400051 0.829531083352 -0.0109860037082 2.0466886618 2.44649704286 1.8368119078
1551212967538181066 0.883701221988 -0.0131735384853 54.6968905759 5.659455422 6.05289733737
1551212967634227991 0.93838839404 -0.0157704564653 5.00449518166 1.50701578773 2.9762166
------------------PWM-IS-NOW 0 0
1551212967746135950 0.993599057509 -0.0186035372537 54.6968905759 2.44649704286 54.6968905759
1551212967842103958 1.04934507759 -0.0214336053922 4.86306150684 1.77581415933 1.03692691517
1551212967938473939 1.07543084393 -0.0226580752757 54.6968905759 1.99615348937 1.6476550321
1551212968034446001 1.08031239085 -0.0228872158387 43.0312908441 0.31901892841 3.26803905233
1551212968145740032 1.08130392954 -0.022934300823 43.0312908441 0.371237464975 4.25793021249
------------------PWM-IS-NOW 59 60
1551212968242062091 1.08130392954 -0.022934300823 11.5463452244 8.34295123467 2.41048844619
1551212968338505029 1.08122765342 -0.0229307621034 54.6968905759 14.2262190155 54.6968905759
1551212968434869050 1.0818381916 -0.022910775153 43.0312908441 35.3724005843 5.00449518166
1551212968530844926 1.08235574628 -0.0227772275297 74.5198170474 54.6968905759 74.5198170474
1551212968642117023 1.0826816024 -0.0225782753126 74.5198170474 54.6968905759 1.73727789848
------------------PWM-IS-NOW 0 0
1551212968738795042 1.08288097652 -0.0223468902553 43.0312908441 54.6968905759 3.03047856341
1551212968835156917 1.08288097652 -0.0223468902553 35.3724005843 54.6968905759 54.6968905759
1551212968930763006 1.08294747886 -0.0219709359566 4.48161435789 3.96015751006 1.71860918617
1551212969042532920 1.08295608147 -0.0218950639398 29.9706895998 54.6968905759 1.5980470723
1551212969138587951 1.08295608147 -0.0218950639398 54.6968905759 54.6968905759 1.58214612417
------------------PWM-IS-NOW 128 129
1551212969234715938 1.08295608147 -0.0218950639398 54.6968905759 54.6968905759 2.02111624939
1551212969331154108 1.08295608147 -0.0218950639398 54.6968905759 54.6968905759 3.26803905233
1551212969442946910 1.08578249678 0.00352828847313 54.6968905759 43.0312908441 1.38784290921
1551212969539161920 1.09044284893 0.0450353900206 4.25793021249 3.70012454724 1.41272388972
1551212969650924921 1.09867554482 0.117644910113 54.6968905759 54.6968905759 7.31275089645
1551212969795434951 1.10466133142 0.171220419919 74.5198170474 54.6968905759 1.8368119078
1551212969891563892 1.11076132625 0.226089326769 74.5198170474 74.5198170474 3.54437112247
1551212969987528085 1.11677468717 0.281275046475 74.5198170474 54.6968905759 1.73727789848
1551212970083616018 1.1226895954 0.336394609379 54.6968905759 54.6968905759 2.15553824859
1551212970195724964 1.12867550914 0.391890527042 54.6968905759 43.0312908441 2.56102817451
1551212970291758060 1.13468818445 0.447921157101 43.0312908441 54.6968905759 2.09975285054
1551212970388216972 1.14072703982 0.504486545099 54.6968905759 54.6968905759 2.02111624939
1551212970483741998 1.14680489318 0.561124553262 74.5198170474 54.6968905759 1.61425939863
1551212970596045970 1.15291160512 0.617452244497 16.7902548969 54.6968905759 1.45170150625
1551212970691864013 1.15906870345 0.673390369437 13.2092763265 54.6968905759 3.62063190549
1551212970788203954 1.16523112337 0.729097442298 18.436564295 54.6968905759 4.05483957479
1551212970899873018 1.17135996063 0.784500934379 4.15399052495 74.5198170474 2.68637970687
1551212970996221065 1.17747682958 0.839521622437 5.48071593229 43.0312908441 6.05289733737
1551212971092457056 1.18363667347 0.894383842581 2.44649704286 74.5198170474 1.97177908768
1551212971188611030 1.18987763318 0.949160042954 1.61425939863 4.72914550277 1.68241039942
------------------PWM-IS-NOW 0 0
1551212971300426959 1.19629450097 1.00414655046 1.31803338691 4.60216979936 2.77673002772
1551212971396476030 1.20173331387 1.05009884867 3.26803905233 4.60216979936 2.1272926399
1551212971492747068 1.20310759347 1.06193117953 3.96015751006 0.412676916966 74.5198170474
1551212971604485034 1.20336443022 1.06420748046 25.9630310543 0.543113456811 7.0220041589
------------------PWM-IS-NOW 59 60
1551212971748872995 1.20335591038 1.0641315991 9.20007540682 11.5463452244 14.2262190155
1551212971844906091 1.20335591038 1.0641315991 2.5217192621 43.0312908441 3.54437112247
1551212971941165924 1.20335074715 1.0639789701 16.7902548969 54.6968905759 6.05289733737
1551212972053138017 1.20337038938 1.06390518155 54.6968905759 54.6968905759 25.9630310543
1551212972196949958 1.20323503622 1.06408999127 54.6968905759 54.6968905759 54.6968905759
------------------PWM-IS-NOW 0 0
1551212972293108940 1.20335907406 1.06400090207 1.90198738472 1.50701578773 1.53622534747
1551212972405273914 1.20314179771 1.06407346997 29.9706895998 54.6968905759 54.6968905759
1551212972549320936 1.20314179771 1.06407346997 54.6968905759 54.6968905759 4.15399052495
1551212972645530939 1.20314179771 1.06407346997 74.5198170474 5.659455422 54.6968905759
------------------PWM-IS-NOW 128 129
1551212972741774082 1.20314179771 1.06407346997 54.6968905759 54.6968905759 54.6968905759
1551212972837815999 1.20314179771 1.06407346997 54.6968905759 54.6968905759 54.6968905759
1551212972949803113 1.15812878573 1.07218779741 54.6968905759 54.6968905759 43.0312908441
1551212973094003915 1.11415921247 1.08006451581 4.05483957479 3.96015751006 3.62063190549
1551212973205816984 1.03866031723 1.09337700805 1.81603516231 1.71860918617 1.90198738472
1551212973350136995 0.985179112036 1.10271698427 54.6968905759 54.6968905759 54.6968905759
1551212973446072101 0.930725246175 1.11225743501 54.6968905759 54.6968905759 54.6968905759
1551212973542164087 0.876120955271 1.12182424059 54.6968905759 54.6968905759 43.0312908441
1551212973638674974 0.821436234908 1.13137439912 74.5198170474 74.5198170474 43.0312908441
1551212973750348091 0.766580313132 1.14083117598 54.6968905759 54.6968905759 54.6968905759
1551212973846390962 0.712075222382 1.15007448652 54.6968905759 54.6968905759 54.6968905759
1551212973942562103 0.657560081175 1.15925833574 54.6968905759 54.6968905759 54.6968905759
1551212974038817882 0.602964635 1.16842509401 54.6968905759 54.6968905759 43.0312908441
1551212974150702953 0.548429587494 1.17748998789 54.6968905759 43.0312908441 54.6968905759
1551212974246753931 0.493734007642 1.18652026467 43.0312908441 54.6968905759 54.6968905759
1551212974343044996 0.439259545785 1.19548351638 54.6968905759 54.6968905759 35.3724005843
1551212974439305067 0.384624621918 1.20441197057 54.6968905759 43.0312908441 54.6968905759
1551212974551132917 0.329909471239 1.21332289871 12.3238994837 54.6968905759 0.254057075241
1551212974647212982 0.275194320561 1.22223382685 35.3724005843 54.6968905759 0.838281576758
------------------PWM-IS-NOW 0 0
1551212974743372917 0.220187515598 1.23125385949 54.6968905759 54.6968905759 54.6968905759
1551212974839270114 0.165260983519 1.24029149503 54.6968905759 54.6968905759 5.15408931906
1551212974951277017 0.138946937314 1.24450337834 54.6968905759 0.583851342625 10.2451190135
1551212975047333955 0.134271017645 1.24524397126 54.6968905759 0.272309110764 0.892273446987
1551212975159638881 0.133592196578 1.24535110646 54.6968905759 0.55746666686 0.543113456811
------------------PWM-IS-NOW 59 60
1551212975303570985 0.133667646932 1.24533936713 43.0312908441 43.0312908441 0.493858058267
1551212975399617910 0.13351617271 1.24535880501 74.5198170474 54.6968905759 0.474637486536
1551212975495670080 0.133668862762 1.24536163684 54.6968905759 5.48071593229 0.679708430967
1551212975607889890 0.133668862762 1.24536163684 4.48161435789 1.8368119078 0.543113456811
------------------PWM-IS-NOW 0 0
1551212975752129077 0.133668862762 1.24536163684 54.6968905759 9.20007540682 1.61425939863
1551212975848105907 0.133818103628 1.24562812558 54.6968905759 4.72914550277 1.1526740775
1551212975945000886 0.133818103628 1.24562812558 54.6968905759 2.24478851094 18.436564295
1551212976056396961 0.133835888586 1.24570238367 54.6968905759 2.37548903502 4.05483957479
1551212976200637102 0.133835888586 1.24570238367 54.6968905759 2.56102817451 6.05289733737
------------------PWM-IS-NOW 128 129
1551212976296463012 0.133835888586 1.24570238367 43.0312908441 2.27614329285 16.7902548969
1551212976392569065 0.131764527044 1.23701192315 54.6968905759 2.48355855562 14.2262190155
1551212976504991054 0.123065703919 1.20077871718 3.08668304037 1.17887337335 1.36379413136
1551212976600960969 0.112633012211 1.15773731907 43.0312908441 2.18451681915 0.930263256349
1551212976696955919 0.101244516998 1.11052774875 3.14493489255 1.23487444235 1.92471500102
1551212976809115886 0.08270534665 1.03385941156 1.66485767387 0.820181693679 0.935946470573
1551212976953516960 0.0697937722087 0.980969231306 4.36700954981 1.11142209257 5.84979843713
1551212977049694061 0.0567011097668 0.927337253289 74.5198170474 1.41272388972 0.971503877559
1551212977161649942 0.0367470013512 0.845983757213 11.5463452244 1.71860918617 1.08801238917
1551212977305676937 0.0232841459743 0.791735165653 11.5463452244 1.35206902913 1.2751467043
1551212977401870012 0.00977327228769 0.737419824954 54.6968905759 1.25469876517 1.24471042705
1551212977498317956 -0.00354598928029 0.683371697754 4.05483957479 0.913606510648 0.7585466985
1551212977609683990 -0.0231834844389 0.603119878823 3.03047856341 0.862019336354 0.535227647935
1551212977754241943 -0.0362618836648 0.549798854504 74.5198170474 0.897516016284 0.802821303028
1551212977850446939 -0.04940920064 0.49657343115 3.70012454724 0.762375717544 0.708593506697
1551212977961880922 -0.0692724298845 0.416534525569 54.6968905759 0.833684739978 0.725687096694
1551212978106223106 -0.0825405321448 0.362945680291 54.6968905759 0.802821303028 0.924646279082
------------------PWM-IS-NOW 0 0
1551212978202359914 -0.0956916901981 0.309328016059 15.4059337199 0.729201714812 0.892273446987
1551212978314419031 -0.115412173461 0.228546240041 1.71860918617 0.55329161652 1.22518739242
1551212978458504915 -0.122639508891 0.198870383345 54.6968905759 0.293883223617 0.876894612383
1551212978602511882 -0.123157621464 0.196717462798 54.6968905759 0.338743961111 1.00318698419
1551212978698600053 -0.123139917519 0.196791740238 3.96015751006 0.725687096694 0.76624222063
------------------PWM-IS-NOW 59 60
1551212978810930967 -0.123104590659 0.196940314408 2.92379928918 0.464078742878 0.862019336354
1551212978955324888 -0.123128645275 0.19678950444 3.40079590488 0.838281576758 0.739945452318
1551212979051386117 -0.123097340515 0.19617944186 3.40079590488 3.96015751006 0.977684930724
1551212979163342952 -0.122788286512 0.195481199493 54.6968905759 54.6968905759 2.48355855562
------------------PWM-IS-NOW 0 0
1551212979307017087 -0.12256811431 0.195269508005 54.6968905759 22.875280659 1.77581415933
1551212979403135061 -0.122095490001 0.195019860082 54.6968905759 54.6968905759 0.549176503714
1551212979499118089 -0.121951926721 0.1949677846 3.96015751006 0.774089875007 0.480881749206
1551212979611736059 -0.121951926721 0.1949677846 3.40079590488 0.811411889543 0.49720835969
1551212979755779981 -0.121951926721 0.1949677846 3.33314216077 0.815774044942 0.48406369967
1551212979852185964 -0.121951926721 0.1949677846 1.70032387116 0.670579146894 0.419855818329
1551212979963762998 -0.121951926721 0.1949677846 54.6968905759 1.03000495057 0.570364662186
1551212980107979059 -0.121951926721 0.1949677846 54.6968905759 1.00318698419 0.570364662186
1551212980203732013 -0.121951926721 0.1949677846 4.05483957479 0.762375717544 0.493858058267
1551212980377285003 -0.121951926721 0.1949677846 54.6968905759 1.11944275585 0.593189462853
1551212980508255004 -0.121951926721 0.1949677846 54.6968905759 1.11142209257 0.568175162886
1551212980604643106 -0.121951926721 0.1949677846 54.6968905759 1.05824202061 0.572570506173
1551212980701175928 -0.121951926721 0.1949677846 3.96015751006 0.842927590215 0.487286542244
1551212980812366008 -0.121951926721 0.1949677846 54.6968905759 1.1526740775 0.628270162425
1551212980956716060 -0.121951926721 0.1949677846 54.6968905759 1.11944275585 0.568175162886
1551212981052690029 -0.121951926721 0.1949677846 7.31275089645 1.11944275585 0.485669960929
1551212981164462089 -0.121951926721 0.1949677846 54.6968905759 1.05824202061 0.566001829435


